Image,feat_laplacian,feat_tenengrad,feat_pbm,feat_edge_density,feat_brightness,feat_hist_mean,feat_hist_var,Shutter
IMG20240316225818_20250504021757.jpg,1.770741780598913,78.22040473090277,0.006057291,0.0004165437486436632,2.4556496938069663,36864.0,145000710000.0,0.01
IMG20230906175614.jpg,610.2334392242002,12227.983834266663,0.005106082,0.08384140332539876,133.42001104354858,49152.0,1673459100.0,0.0035587188612099642
IMG20240725184817.jpg,223.5151574930825,5131.21152194341,0.006229736,0.060823917388916016,112.30518786112468,49152.0,2032449500.0,0.0023148148148148147
IMG20231015124208.jpg,211.40788759397557,6199.987275123596,0.005717377,0.04987947146097819,168.31842239697775,49152.0,4701131000.0,0.00051440329218107
IMG20240812105533.jpg,12.149352730517407,2940.33087348938,0.0057847863,0.009086290995279947,132.01819594701132,49152.0,731151740.0,0.0015772870662460567
IMG20230902195924.jpg,165.0226422784385,5259.946087360382,0.0054939953,0.04259411493937174,129.80358004570007,49152.0,3165234000.0,0.01
IMG20230819082742.jpg,651.6836452484107,12332.081189950308,0.005976836,0.1167894999186198,122.79292599360149,49152.0,1119431400.0,0.0015625
IMG20240607115410.jpg,9.772952646524756,408.1236484845479,0.007121577,0.002295255661010742,134.83694998423258,49152.0,1697372400.0,0.005319148936170213
IMG20230827071537.jpg,15.683426676292145,667.2095465660095,0.0062383064,0.004810333251953125,140.09194207191467,49152.0,2241875200.0,0.0018281535648994515
IMG20240628185420_20250504021744.jpg,333.75805234219183,6833.212833616469,0.0062726745,0.08325714535183376,138.65898429022894,36864.0,642410750.0,0.0016
IMG20230826151155.jpg,358.1387407600297,10584.659892429194,0.0051440466,0.08273397951909522,138.0453724228662,31212.0,370232830.0,0.001597444089456869
IMG_20240604_215850.jpg,128.83645696577602,5290.682784186411,0.004670605,0.022596483589783306,132.31403975515323,27992.637,196793820.0,0.01
IMG20230819082739.jpg,418.97138567398093,9789.391747633616,0.006225296,0.09593002001444499,127.54954385757446,49152.0,1208160300.0,0.0015625
IMG20231015115019.jpg,144.8033190441121,8489.231327851614,0.005169815,0.05764412879943848,151.04982018470764,49152.0,3318765600.0,0.0015082956259426848
IMG20240523171155.jpg,296.2301269508088,6237.775441169739,0.0048703747,0.03273908297220866,156.9116345246633,49152.0,2330215400.0,0.0009737098344693282
IMG_20240604_215551.jpg,191.33680328209672,6184.366633739362,0.005354799,0.03368195789873656,143.06982928502063,42067.1,563554700.0,0.01
IMG20230822212023.jpg,24.082974192720993,2135.053341706594,0.005302279,0.011559486389160156,93.89306322733562,49152.0,1864379100.0,0.01
IMG20240727184241.jpg,588.3051068549752,10034.120750745138,0.005352452,0.09531839688618977,118.51532069842021,49152.0,962421760.0,0.003472222222222222
IMG20240702185807.jpg,607.0104315280939,9568.90976301829,0.0054670675,0.09434223175048828,131.5861540635427,49152.0,3618109700.0,0.004201680672268907
IMG20250502222244.jpg,117.84182467528683,462.5378141403198,0.008612994,1.1126200358072916e-05,132.63994971911112,49152.0,1751053300.0,0.010036062
IMG20240316225849_20250504021757.jpg,4.3588858592168735,244.98066520690918,0.0076844003,0.00020779503716362847,106.27802986568875,36864.0,1168479000.0,0.002
IMG20230826212908.jpg,8.600639480497412,1106.033270517985,0.005148355,0.005301952362060547,131.20148173967996,49152.0,2382862000.0,0.01
IMG20241130141135_20250504021728.jpg,9.68950091156121,483.3596352471246,0.0062980424,0.0030070410834418405,112.45446395874023,36864.0,925047040.0,0.01
IMG20230827072317.jpg,83.92948516141095,3224.6101167996726,0.006611451,0.039800564448038735,129.43198068936667,49152.0,2692377000.0,0.001176470588235294
IMG20230809133942.jpg,412.12899982223325,13624.38197294871,0.005017131,0.10530893007914226,128.44831244150797,49152.0,1169436300.0,0.0006430868167202572
IMG20230827074850.jpg,4909.135749259943,68380.44102573395,0.0032297294,0.2628866831461589,113.57699426015218,49152.0,798038800.0,0.001893939393939394
IMG20240418112544_20250504021750.jpg,16.49210822177907,1577.6051953531323,0.0071477517,0.015258066078289851,141.47337585510115,47107.0,10000680000.0,0.0018
IMG20250118150534_01_20250504021724.jpg,455.6671575050757,9868.433936648898,0.0055549643,0.07732476128472222,136.16094737582736,36864.0,788513660.0,0.0001
IMG20240504180452.jpg,136.6213511376547,3670.1176857948303,0.006790944,0.03030697504679362,145.96641492843628,49152.0,2460438800.0,0.003125
IMG20230819171942.jpg,33.75800935390664,1736.0224320093791,0.0068818377,0.020482222239176433,137.43167837460837,49152.0,1371361800.0,0.0008635578583765112
IMG20240811190821.jpg,33.16744012055694,494.7261635462443,0.0041466197,0.001715262730916341,62.48866820335388,49152.0,12114818000.0,0.001949317738791423
IMG20230921125918.jpg,25.911859907992945,6153.229474226634,0.006315007,0.035956780115763344,122.42891550064087,49152.0,1357547600.0,0.0019646365422396855
IMG20240421153319.jpg,530.9742197533903,8089.329015254974,0.0058759567,0.07876427968343098,152.95189253489175,49152.0,1843221000.0,0.0006798096532970768
IMG20230827073741.jpg,35.404445000418654,3886.303632948134,0.0068414398,0.03918011198318544,109.2572333567427,62208.0,1195032600.0,0.003067484662576687
IMG20250116075941_20250504021725.jpg,111.31002343487536,2303.575784047445,0.005586184,0.01647154490152995,122.9273608525594,36864.0,796750600.0,0.0096
IMG20231001094544.jpg,162.01957404360124,6698.245120048523,0.0057059145,0.05664515495300293,123.22858961423238,49152.0,1725339800.0,0.001277139208173691
IMG20230827073113.jpg,272.8612526536145,6880.495997883426,0.0060020387,0.0672759325339613,112.51488497512976,31212.0,540846700.0,0.002336448598130841
